,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,Y
675,4,1900,1950,3,4,1095.0,1095,1774,2,3,8,3.0,779.0,87000
676,5,1924,2006,2,4,768.0,792,792,1,2,5,1.0,240.0,109500
677,8,2008,2008,2,0,2046.0,2046,2046,2,2,7,3.0,834.0,372500
678,5,1961,1961,3,4,988.0,988,988,1,3,5,2.0,572.0,128500
679,6,1980,1980,3,2,923.0,923,923,2,3,5,1.0,264.0,143000
680,5,1932,2000,3,4,793.0,848,1520,1,3,6,1.0,281.0,159434
681,6,1996,1997,3,2,1291.0,1291,1291,1,2,6,2.0,431.0,173000
682,9,2002,2002,2,2,1626.0,1668,1668,2,2,7,3.0,702.0,285000
683,7,1998,1998,2,2,1195.0,1195,1839,2,3,7,2.0,486.0,221000
684,7,1984,1984,2,2,1190.0,1190,2090,2,2,6,2.0,577.0,207500
685,7,2007,2007,2,2,874.0,874,1761,3,2,7,2.0,578.0,227875
686,7,2004,2004,2,2,551.0,551,1102,2,2,4,2.0,480.0,148800
687,8,2007,2007,2,2,1419.0,1419,1419,2,2,7,2.0,567.0,392000
688,6,2005,2006,2,2,1362.0,1362,1362,2,2,6,2.0,460.0,194700
689,6,2004,2004,2,2,848.0,848,848,1,2,3,2.0,420.0,141000
690,10,1994,1995,0,0,2444.0,2444,4316,3,0,10,3.0,832.0,755000
691,7,1989,1990,2,2,1210.0,1238,2519,2,2,9,2.0,628.0,335000
692,5,1921,1968,3,4,1073.0,1073,1073,1,3,4,1.0,326.0,108480
693,5,1936,1950,3,4,927.0,1067,1539,1,3,5,2.0,576.0,141500
694,6,1987,1987,3,2,1112.0,1137,1137,2,2,5,2.0,551.0,176000
695,5,1921,1950,3,4,616.0,616,616,1,3,4,1.0,205.0,89000
696,5,1952,1952,3,0,980.0,1148,1148,1,3,6,1.0,308.0,123500
697,5,1965,2009,3,4,894.0,894,894,1,3,5,1.0,336.0,138500
698,7,2004,2004,2,2,1391.0,1391,1391,2,2,5,2.0,530.0,196000
699,8,2002,2002,2,0,1800.0,1800,1800,2,2,7,3.0,765.0,312500
700,7,1969,1969,3,4,1164.0,1164,1164,1,3,6,2.0,528.0,140000
701,8,2006,2006,0,0,1234.0,1264,2576,2,0,10,3.0,666.0,361919
702,5,1900,1996,3,2,360.0,1032,1812,2,2,8,2.0,672.0,140000
703,7,2004,2005,2,2,1473.0,1484,1484,2,2,7,2.0,606.0,213000
704,4,1930,1950,1,3,0.0,372,1092,2,1,7,0.0,0.0,55000
705,7,1971,2002,3,2,1643.0,1824,1824,2,2,5,2.0,739.0,302000
706,8,2006,2006,2,2,1324.0,1324,1324,2,2,6,2.0,550.0,254000
707,7,2007,2007,2,2,728.0,728,1456,2,2,8,2.0,400.0,179540
708,5,1966,1966,3,4,876.0,904,904,1,3,6,1.0,408.0,109900
709,3,1935,2003,2,4,270.0,729,729,1,3,5,0.0,0.0,52000
710,4,1900,1950,3,4,859.0,859,1178,1,3,7,1.0,384.0,102776
711,8,1988,1989,2,2,1228.0,1228,1228,2,2,5,2.0,472.0,189000
712,4,1970,1970,3,4,960.0,960,960,1,3,6,2.0,576.0,129000
713,6,1976,2005,2,4,725.0,725,1479,2,2,6,2.0,475.0,130500
714,6,1974,1974,3,2,1064.0,1350,1350,2,3,7,2.0,478.0,165000
715,7,1890,1998,3,4,718.0,1576,2554,1,3,8,2.0,704.0,159500
716,5,1973,2000,3,2,1176.0,1178,1178,1,2,5,2.0,439.0,157000
717,7,1993,1994,2,2,1311.0,1325,2418,2,2,9,3.0,983.0,341000
718,5,1969,1969,3,2,971.0,971,971,1,3,5,1.0,300.0,128500
719,8,1985,1985,2,2,1742.0,1742,1742,2,2,5,2.0,564.0,275000
720,6,2004,2004,2,2,848.0,848,848,1,2,3,2.0,420.0,143000
721,4,1970,1970,3,4,864.0,864,864,1,3,5,2.0,463.0,124500
722,4,1954,1972,3,4,941.0,997,1470,2,3,7,1.0,548.0,135000
723,9,2007,2008,0,0,1698.0,1698,1698,2,0,8,3.0,768.0,320000
724,4,1970,1970,3,4,864.0,864,864,1,2,5,2.0,660.0,120500
725,6,1988,2007,2,2,880.0,1680,1680,2,2,5,2.0,540.0,222000
726,7,2007,2007,2,2,1232.0,1232,1232,2,2,6,2.0,632.0,194500
727,5,1958,1958,3,4,1584.0,1776,1776,2,3,9,3.0,888.0,110000
728,4,1925,1950,3,4,780.0,848,1208,1,3,5,2.0,539.0,103000
729,8,1995,1996,2,2,1595.0,1616,1616,2,2,5,2.0,608.0,236500
730,7,2003,2003,2,0,868.0,1146,1146,2,2,6,2.0,438.0,187500
731,7,1998,1999,2,2,1153.0,1153,2031,2,2,8,2.0,541.0,222500
732,5,1961,1983,3,4,864.0,1144,1144,1,3,6,1.0,264.0,131400
733,5,1968,1968,3,4,948.0,948,948,1,3,6,1.0,300.0,108000
734,7,1914,1970,3,2,880.0,880,1768,1,3,6,2.0,320.0,163000
735,3,1950,1950,3,3,0.0,1040,1040,2,3,6,2.0,400.0,93500
736,8,2005,2005,2,2,893.0,901,1801,2,2,8,3.0,800.0,239900
737,5,1987,1988,3,2,1200.0,1200,1200,3,3,5,0.0,0.0,179000
738,7,2004,2004,2,2,864.0,864,1728,2,2,7,2.0,572.0,190000
739,5,1910,2002,3,1,264.0,768,1432,2,3,7,2.0,360.0,132000
740,6,1961,1996,3,4,912.0,912,912,1,2,5,1.0,288.0,142000
741,7,2000,2001,3,2,1349.0,1349,1349,2,3,6,2.0,539.0,179000
742,5,1963,1999,3,2,520.0,1464,1464,2,3,6,2.0,480.0,175000
743,8,1993,1993,2,2,1337.0,1337,1337,2,2,5,2.0,462.0,180000
744,8,1976,1996,0,4,1142.0,1175,2715,3,2,11,2.0,831.0,299800
745,7,2000,2000,2,2,952.0,980,2256,2,2,8,2.0,554.0,236000
746,7,1880,2003,2,4,1240.0,1320,2640,1,2,8,4.0,864.0,265979
747,7,1996,1996,2,2,1720.0,1720,1720,2,2,7,2.0,527.0,260400
748,4,1945,1950,3,3,0.0,1088,1529,2,3,9,1.0,240.0,98000
749,4,1910,2004,3,4,576.0,792,1140,1,3,7,0.0,0.0,96500
750,7,2003,2003,2,2,660.0,660,1320,2,2,6,2.0,400.0,162000
751,6,1997,1997,3,2,1479.0,1494,1494,2,2,6,2.0,576.0,217000
752,8,2005,2005,2,2,1030.0,1038,2098,2,0,8,3.0,878.0,275500
753,6,1969,2005,3,4,1026.0,1026,1026,1,2,5,2.0,440.0,156000
754,6,1999,1999,3,2,729.0,742,1471,2,3,6,2.0,440.0,172500
755,8,2007,2007,2,2,866.0,866,1768,2,2,7,2.0,578.0,212000
756,6,1978,1978,3,4,672.0,672,1386,2,3,6,2.0,440.0,158900
757,7,1999,1999,3,2,744.0,757,1501,2,3,6,2.0,440.0,179400
758,8,1995,1995,2,2,1318.0,1328,2531,2,2,9,3.0,752.0,290000
759,6,1959,1959,3,4,864.0,864,864,1,3,5,1.0,300.0,127500
760,5,1924,1950,3,4,1145.0,1301,1301,1,1,5,2.0,440.0,100000
761,7,2009,2009,3,2,756.0,764,1547,2,2,7,2.0,614.0,215200
762,8,1999,1999,2,2,1252.0,1268,2365,2,2,8,3.0,856.0,337000
763,8,1995,1996,2,2,1494.0,1494,1494,1,0,6,2.0,481.0,270000
764,9,2008,2008,2,2,1498.0,1506,1506,2,0,6,2.0,592.0,264132
765,7,1988,1988,3,2,980.0,980,1714,2,3,7,2.0,496.0,196500
766,6,1940,1985,3,2,983.0,983,1750,2,3,7,1.0,423.0,160000
767,7,2004,2005,2,2,1860.0,1836,1836,2,2,8,2.0,484.0,216837
768,8,2003,2003,0,2,1650.0,1690,3279,3,0,12,3.0,841.0,538000
769,5,1982,1982,3,2,858.0,858,858,1,3,5,2.0,576.0,134900
770,4,1951,1951,3,1,836.0,1220,1220,1,3,6,2.0,396.0,102000
771,6,1976,1976,3,4,1029.0,1117,1117,1,3,6,2.0,672.0,107000
772,5,1958,1958,3,4,912.0,912,912,1,3,5,1.0,275.0,114500
773,8,2006,2006,2,2,1935.0,1973,1973,2,2,9,3.0,895.0,395000
774,6,1998,1998,3,0,1204.0,1204,1204,2,3,5,2.0,412.0,162000
775,7,2005,2006,2,2,1614.0,1614,1614,2,2,7,3.0,865.0,221500
776,5,1974,1974,3,4,864.0,894,894,1,3,5,2.0,440.0,142500
777,5,1977,1977,3,3,0.0,2020,2020,2,3,10,2.0,630.0,144000
778,6,1977,1977,3,2,975.0,1004,1004,1,3,4,2.0,504.0,135000
779,7,1995,1996,3,2,1237.0,1253,1253,2,3,6,2.0,402.0,176000
780,6,1992,1992,2,2,761.0,810,1603,2,2,7,2.0,484.0,175900
781,7,2001,2002,2,2,1413.0,1430,1430,2,2,6,2.0,605.0,187100
782,5,1978,1978,3,2,1097.0,1110,1110,1,2,4,2.0,602.0,165500
783,6,1914,2001,3,4,742.0,742,1484,2,3,9,0.0,0.0,128000
784,6,1967,1967,3,4,1372.0,1342,1342,2,3,7,2.0,457.0,161500
785,5,1915,1950,3,1,686.0,966,1652,2,3,7,1.0,416.0,139000
786,7,2004,2004,2,2,956.0,956,2084,2,2,8,2.0,618.0,233000
787,4,1954,2000,3,4,901.0,901,901,1,3,4,1.0,281.0,107900
788,6,1966,2007,3,4,832.0,976,2087,2,2,9,2.0,444.0,187500
789,7,2005,2006,2,2,1145.0,1145,1145,2,2,5,2.0,397.0,160200
790,6,1976,1976,3,2,1029.0,1062,1062,1,3,5,2.0,539.0,146800
791,7,1996,1997,2,2,1117.0,1127,2013,2,3,8,2.0,455.0,269790
792,8,2007,2007,2,2,1496.0,1496,1496,2,2,7,2.0,474.0,225000
793,7,1994,1996,2,2,712.0,1086,1895,2,2,7,2.0,409.0,194500
794,6,1980,1981,3,2,650.0,888,1564,2,3,7,2.0,476.0,171000
795,6,1977,1977,3,4,660.0,1285,1285,1,3,7,2.0,528.0,143500
796,5,1953,1953,3,4,773.0,773,773,1,3,4,1.0,240.0,110000
797,9,2008,2009,0,0,1926.0,1966,3140,3,0,11,3.0,820.0,485000
798,5,1937,1950,3,2,731.0,981,1768,1,2,7,1.0,240.0,175000
799,6,1997,1997,3,2,616.0,616,1688,2,2,8,2.0,603.0,200000
800,4,1916,1990,3,4,1196.0,1196,1196,1,3,5,2.0,440.0,109900
801,7,2005,2005,2,2,728.0,728,1456,2,2,7,2.0,410.0,189000
802,9,2008,2009,0,0,1734.0,1734,2822,3,0,12,3.0,1020.0,582933
803,5,1954,1954,3,4,936.0,1128,1128,1,3,5,1.0,286.0,118000
804,7,2008,2008,2,2,1417.0,1428,1428,2,0,6,2.0,554.0,227680
805,5,1967,1967,3,4,980.0,980,980,2,3,6,1.0,384.0,135500
806,5,1923,2004,3,4,1324.0,1072,1576,1,2,6,2.0,528.0,223500
807,5,1966,1966,3,4,1024.0,1086,1086,1,3,6,2.0,484.0,159950
808,5,1898,1965,3,4,849.0,1075,2138,2,3,11,2.0,360.0,106000
809,6,1974,1999,3,4,1040.0,1309,1309,1,2,5,2.0,484.0,181000
810,6,2004,2004,2,2,848.0,848,848,1,2,4,2.0,420.0,144500
811,5,1952,1952,1,4,540.0,1044,1044,1,1,4,2.0,504.0,55993
812,6,1958,1958,3,4,1442.0,1442,1442,1,3,7,1.0,301.0,157900
813,5,1918,1950,3,4,686.0,686,1250,1,1,7,1.0,280.0,116000
814,7,1998,1998,3,2,1649.0,1661,1661,2,2,6,2.0,598.0,224900
815,5,1954,1954,3,4,1008.0,1008,1008,1,3,4,1.0,275.0,137000
816,8,2002,2002,2,2,1568.0,1689,1689,2,2,7,3.0,857.0,271000
817,6,1971,1971,3,4,1010.0,1052,1052,1,3,6,2.0,440.0,155000
818,7,2009,2010,2,2,1358.0,1358,1358,2,2,6,2.0,484.0,224000
819,7,2003,2003,2,2,798.0,798,1640,2,2,6,2.0,595.0,183000
820,4,1953,1953,1,1,936.0,936,936,1,3,4,2.0,576.0,93000
821,7,2003,2003,2,2,847.0,847,1733,2,2,7,2.0,433.0,225000
822,6,1940,1950,3,4,778.0,944,1489,2,3,7,1.0,240.0,139500
823,8,2006,2006,2,2,1489.0,1489,1489,2,2,7,2.0,776.0,232600
824,10,2007,2008,0,0,2078.0,2084,2084,2,0,7,3.0,1220.0,385000
825,5,1924,1950,3,4,784.0,784,784,1,2,5,0.0,0.0,109500
826,7,2001,2001,2,2,1454.0,1434,1434,2,2,6,2.0,527.0,189000
827,5,1967,1967,3,4,1013.0,1160,2126,2,3,7,2.0,538.0,185000
828,7,2005,2005,2,2,600.0,520,1223,2,2,4,2.0,480.0,147400
829,6,1957,1957,3,4,1392.0,1392,1392,1,3,6,2.0,458.0,166000
830,7,2005,2005,3,2,600.0,520,1200,2,2,4,2.0,480.0,151000
831,7,2003,2003,2,2,941.0,941,1829,2,2,7,2.0,613.0,237000
832,6,1964,1964,3,4,1516.0,1516,1516,1,3,6,2.0,472.0,167000
833,5,1961,1961,3,4,1144.0,1144,1144,1,3,6,2.0,456.0,139950
834,4,1950,1995,3,2,1067.0,1067,1067,2,2,4,2.0,436.0,128000
835,5,1948,1973,3,4,1559.0,1559,1559,1,3,5,2.0,812.0,153500
836,6,1973,1973,3,4,483.0,483,987,1,3,5,1.0,264.0,100000
837,5,1995,2006,3,2,1099.0,1099,1099,1,2,6,1.0,352.0,144000
838,5,1946,1995,3,4,768.0,768,1200,1,3,6,1.0,240.0,130500
839,6,1925,1950,3,4,672.0,810,1482,2,1,7,1.0,400.0,140000
840,5,1904,2002,3,4,650.0,958,1539,2,2,8,2.0,686.0,157500
841,6,1966,1966,3,4,1127.0,1165,1165,1,3,6,2.0,490.0,174900
842,5,1961,1961,3,4,1800.0,1800,1800,2,3,10,0.0,0.0,141000
843,5,1915,1950,3,4,876.0,876,1416,1,3,7,3.0,720.0,153900
844,5,1975,1981,3,2,1390.0,1701,1701,2,3,6,2.0,611.0,171000
845,7,1993,1993,2,2,740.0,1006,1775,2,2,7,2.0,425.0,213000
846,5,1972,1972,3,4,864.0,864,864,1,3,5,1.0,338.0,133500
847,6,1908,1997,3,4,907.0,1307,2358,3,3,10,2.0,360.0,240000
848,6,1976,1994,2,4,528.0,1094,1855,2,3,7,2.0,512.0,187000
849,6,2003,2003,2,2,848.0,848,848,1,2,3,2.0,420.0,131500
850,8,2003,2003,2,2,1273.0,1456,1456,2,2,7,2.0,400.0,215000
851,7,1941,1950,3,4,918.0,918,1646,2,3,7,1.0,240.0,164000
852,6,1964,1964,3,4,1127.0,1445,1445,1,3,7,2.0,645.0,158000
853,5,1955,1974,3,4,1763.0,1779,1779,1,3,6,2.0,454.0,170000
854,5,1962,2010,3,4,1040.0,1040,1040,1,3,6,1.0,260.0,127000
855,6,1978,1978,3,2,940.0,1026,1026,1,3,5,2.0,576.0,147000
856,6,1994,1995,3,2,702.0,702,1481,2,3,6,2.0,343.0,174000
857,7,1976,1976,3,2,1090.0,1370,1370,2,3,6,2.0,479.0,152000
858,6,1968,1984,3,4,1054.0,1512,2654,2,2,9,2.0,619.0,250000
859,7,1918,1998,2,4,912.0,912,1426,1,2,7,1.0,216.0,189950
860,5,1965,1965,3,4,1039.0,1039,1039,1,3,6,2.0,504.0,131500
861,6,1984,1985,3,2,1040.0,1097,1097,2,3,6,2.0,480.0,152000
862,5,1959,1959,3,4,1148.0,1148,1148,1,3,6,1.0,672.0,132500
863,7,2007,2008,2,0,1372.0,1372,1372,2,2,6,2.0,529.0,250580
864,5,1970,1970,3,4,1002.0,1002,1002,1,3,5,2.0,902.0,148500
865,8,2006,2007,2,2,1638.0,1646,1646,2,2,6,3.0,870.0,248900
866,4,1961,1961,3,4,1040.0,1120,1120,1,1,5,2.0,544.0,129000
867,5,1948,1950,3,3,0.0,1547,2320,2,3,7,2.0,672.0,169000
868,7,1993,1994,2,2,1050.0,1062,1949,2,2,8,2.0,574.0,236000
869,5,1962,1962,3,4,894.0,894,894,1,3,5,1.0,308.0,109500
870,6,1998,1998,3,2,804.0,804,1682,2,2,7,2.0,523.0,200500
871,5,1953,1996,2,4,105.0,910,910,1,2,5,2.0,414.0,116000
872,5,1949,1950,2,4,832.0,1036,1268,1,3,6,1.0,288.0,133000
873,5,1941,1950,3,4,676.0,676,1131,1,3,5,1.0,200.0,66500
874,8,2007,2007,2,2,1184.0,1184,2610,2,0,11,2.0,550.0,303477
875,4,1963,1963,3,4,1064.0,1040,1040,1,3,5,2.0,648.0,132250
876,9,2004,2005,2,0,1462.0,1462,2224,2,0,10,3.0,738.0,350000
877,5,1961,1995,3,4,1109.0,1155,1155,1,2,6,2.0,576.0,148000
878,5,1978,2005,2,4,864.0,864,864,1,3,6,1.0,336.0,136500
879,5,2005,2006,3,0,1090.0,1090,1090,1,3,5,2.0,450.0,157000
880,7,1990,1991,2,2,1156.0,1187,1717,2,2,7,2.0,400.0,187500
881,6,1992,1993,3,2,808.0,808,1593,2,3,7,2.0,389.0,178000
882,4,1912,1950,2,4,795.0,954,2230,1,3,10,1.0,440.0,118500
883,5,1967,1967,3,4,892.0,892,892,1,3,5,1.0,288.0,100000
884,9,1999,2000,2,0,1698.0,1709,1709,2,2,5,2.0,506.0,328900
885,5,1959,2005,3,4,1626.0,1712,1712,2,3,8,2.0,588.0,145000
886,5,1955,1955,3,4,816.0,872,1393,1,3,8,1.0,300.0,135500
887,8,1970,1970,2,4,2217.0,2217,2217,2,2,8,2.0,621.0,268000
888,6,1953,1953,3,4,1505.0,1505,1505,1,3,6,2.0,505.0,149500
889,5,1949,2006,3,4,672.0,672,924,1,3,6,2.0,576.0,122900
890,6,1978,1978,3,4,918.0,918,1683,2,3,7,2.0,440.0,172500
891,6,1963,2003,3,4,1059.0,1068,1068,1,3,6,1.0,264.0,154500
892,5,1954,1954,3,2,1383.0,1383,1383,1,3,6,1.0,354.0,165000
893,5,1979,1979,3,3,0.0,1535,1535,2,3,8,2.0,400.0,118858
894,6,1963,1963,3,4,780.0,983,1796,1,3,8,2.0,483.0,140000
895,4,1936,1950,3,4,951.0,951,951,1,3,6,1.0,327.0,106500
896,5,1979,1979,3,3,0.0,1120,2240,2,3,12,2.0,528.0,142953
897,9,2009,2010,0,0,2330.0,2364,2364,2,0,11,3.0,820.0,611657
898,5,1961,1994,3,4,912.0,1236,1236,1,3,6,1.0,288.0,135000
899,4,1971,1971,3,4,858.0,858,858,1,3,4,1.0,684.0,110000
900,5,1957,2000,3,4,992.0,1306,1306,1,3,5,1.0,756.0,153000
901,7,2003,2003,2,2,783.0,807,1509,2,2,8,2.0,393.0,180000
902,7,2006,2006,2,2,1670.0,1670,1670,2,2,7,3.0,690.0,240000
903,5,1967,1967,3,4,876.0,902,902,1,3,6,1.0,288.0,125500
904,5,1954,1954,3,4,1056.0,1063,1063,1,3,6,1.0,280.0,128000
905,8,2006,2006,2,2,1623.0,1636,1636,2,2,8,3.0,865.0,255000
906,7,1936,1987,2,2,1017.0,1020,2057,1,2,6,1.0,180.0,250000
907,5,1983,1983,3,2,864.0,902,902,1,3,5,2.0,484.0,131000
908,6,2005,2005,2,2,742.0,742,1484,2,2,8,2.0,390.0,174000
909,5,1960,1960,3,4,1105.0,1105,2274,2,3,12,2.0,480.0,154300
910,5,1977,1989,3,2,1268.0,1268,1268,1,2,5,1.0,252.0,143500
911,5,1925,1950,3,4,768.0,1015,1015,1,3,6,1.0,450.0,88000
912,5,1949,1950,3,4,1001.0,1001,2002,2,3,8,3.0,871.0,145000
913,6,2009,2009,2,2,612.0,612,1224,2,2,4,2.0,528.0,173733
914,4,1970,1970,3,4,546.0,546,1092,1,3,6,1.0,286.0,75000
915,2,1949,1950,3,4,480.0,480,480,0,3,4,1.0,308.0,35311
916,4,1956,1956,3,4,1134.0,1229,1229,1,3,6,1.0,284.0,135000
917,7,1991,1991,2,0,1104.0,912,2127,2,2,8,3.0,833.0,238000
918,6,1958,2002,0,2,1184.0,1414,1414,1,3,6,2.0,601.0,176500
919,6,1994,1994,2,2,928.0,936,1721,2,2,7,2.0,471.0,201000
920,5,1900,2003,3,4,1272.0,1272,2200,2,3,9,0.0,0.0,145900
921,6,2005,2006,2,2,1316.0,1316,1316,2,2,6,2.0,397.0,169990
922,6,1993,1994,2,2,1604.0,1617,1617,2,2,5,2.0,533.0,193000
923,6,1980,1980,3,2,1686.0,1686,1686,2,3,7,2.0,612.0,207500
924,5,1977,1977,3,2,1126.0,1126,1126,2,0,6,2.0,540.0,175000
925,8,2003,2004,2,2,1181.0,1234,2374,2,0,10,3.0,656.0,285000
926,7,1968,1968,3,4,832.0,1098,1978,2,3,9,2.0,486.0,176000
927,8,2001,2001,2,2,1753.0,1788,1788,2,0,7,2.0,522.0,236500
928,7,1997,1997,3,2,964.0,993,2236,2,2,8,2.0,642.0,222000
929,8,2007,2007,2,2,1466.0,1466,1466,2,2,7,3.0,610.0,201000
930,5,1965,1965,3,4,925.0,925,925,1,3,5,1.0,429.0,117500
931,9,2006,2006,0,0,1905.0,1905,1905,2,0,8,3.0,788.0,320000
932,7,2004,2004,2,2,1500.0,1500,1500,2,2,6,2.0,570.0,190000
933,7,1960,2007,3,2,585.0,2069,2069,2,2,9,2.0,505.0,242000
934,4,1926,1953,3,1,600.0,747,747,1,3,5,2.0,528.0,79900
935,7,2003,2003,2,2,1176.0,1200,1200,2,2,5,2.0,555.0,184900
936,7,2005,2005,2,2,1113.0,1113,1971,2,2,8,2.0,689.0,253000
937,7,2006,2006,2,2,1391.0,1391,1962,2,2,7,3.0,868.0,239799
938,7,1940,1950,3,4,1032.0,1207,2403,2,3,10,1.0,349.0,244400
939,6,1976,1976,3,4,1728.0,1728,1728,2,3,8,2.0,574.0,150900
940,7,1999,1999,2,2,992.0,1022,2060,2,2,8,2.0,390.0,214000
941,4,1977,1977,3,2,1440.0,1440,1440,2,3,8,0.0,0.0,150000
942,5,1967,1967,3,4,1632.0,1632,1632,2,3,8,2.0,576.0,143000
943,6,1958,1958,3,4,819.0,1344,1344,1,2,7,2.0,525.0,137500
944,5,1890,1996,3,4,1088.0,1188,1869,1,3,7,2.0,456.0,124900
945,5,1959,1959,3,4,1144.0,1144,1144,1,3,6,1.0,796.0,143000
946,8,2002,2003,2,2,1616.0,1629,1629,2,2,9,3.0,808.0,270000
947,7,2002,2002,2,2,936.0,936,1776,2,2,7,2.0,474.0,192500
948,6,1972,2006,3,4,1161.0,1381,1381,1,2,5,2.0,676.0,197500
949,5,1950,2002,3,4,864.0,864,864,1,2,5,2.0,720.0,129000
950,5,1965,1965,3,4,828.0,965,965,1,3,6,1.0,300.0,119900
951,5,1972,2003,3,2,768.0,768,768,1,3,5,1.0,396.0,133900
952,5,1969,1969,3,4,784.0,1168,1968,2,3,7,2.0,530.0,172000
953,6,1975,1975,3,2,945.0,980,980,2,3,4,0.0,0.0,127500
954,6,1946,1950,3,2,979.0,979,1958,2,3,8,2.0,492.0,145000
955,6,1980,1980,3,2,561.0,561,1229,1,3,5,2.0,462.0,124000
956,5,1962,1962,3,4,1057.0,1057,1057,1,3,6,2.0,576.0,132000
957,7,2003,2003,2,2,1337.0,1337,1337,2,2,6,2.0,531.0,185000
958,7,1999,1999,2,2,696.0,696,1416,2,2,6,2.0,484.0,155000
959,5,1958,2008,3,4,858.0,858,858,1,3,4,0.0,0.0,116500
960,6,1977,1995,3,2,1330.0,1542,2872,2,3,11,2.0,619.0,272000
961,6,1976,1976,3,2,804.0,804,1548,2,2,7,2.0,440.0,155000
962,9,2007,2007,2,0,1800.0,1800,1800,2,0,7,2.0,702.0,239000
963,7,2002,2003,2,2,817.0,824,1894,2,2,8,2.0,510.0,214900
964,6,2005,2007,2,2,783.0,783,1484,2,2,8,2.0,393.0,178900
965,5,1940,1950,2,4,728.0,976,1308,1,3,7,1.0,256.0,160000
966,5,1955,1955,3,4,1098.0,1098,1098,1,3,6,1.0,260.0,135000
967,3,1910,1950,3,4,600.0,600,968,1,3,6,0.0,0.0,37900
968,6,1958,1958,3,4,588.0,1095,1095,1,3,6,1.0,264.0,140000
969,4,1949,1950,3,4,720.0,720,1192,1,3,6,0.0,0.0,135000
970,7,2003,2004,2,2,764.0,764,1626,2,2,6,2.0,474.0,173000
971,6,1979,1979,3,2,918.0,918,918,2,3,5,1.0,264.0,99500
972,7,2007,2008,2,2,1428.0,1428,1428,2,2,6,2.0,480.0,182000
973,7,1910,1993,3,2,728.0,1136,2019,1,2,8,2.0,532.0,167500
974,7,2000,2000,2,2,673.0,673,1382,2,2,6,2.0,490.0,165000
975,4,1923,1958,3,2,440.0,869,869,1,1,4,0.0,0.0,85500
976,7,2006,2007,2,2,1241.0,1241,1241,1,2,4,2.0,569.0,199900
977,4,1954,1954,3,4,894.0,894,894,1,3,5,2.0,400.0,110000
978,5,1963,1963,3,4,1121.0,1121,1121,1,3,5,2.0,480.0,139000
979,7,1961,2007,0,4,944.0,999,999,1,0,6,2.0,588.0,178400
980,8,1998,1999,2,2,1225.0,1276,2612,2,2,8,3.0,676.0,336000
981,7,2007,2007,2,2,1266.0,1266,1266,2,2,6,2.0,388.0,159895
982,8,2002,2002,2,2,1128.0,1149,2290,2,2,9,2.0,779.0,255900
983,5,1977,1977,3,3,0.0,1302,1734,2,2,8,2.0,539.0,126000
984,5,1950,1950,3,4,1164.0,1164,1164,1,3,5,1.0,240.0,125000
985,6,1910,2003,3,4,485.0,1001,1635,1,2,5,1.0,255.0,117000
986,9,2009,2010,0,0,1930.0,1940,1940,2,0,8,3.0,606.0,395192
987,6,1976,1976,3,4,848.0,1118,2030,2,2,8,2.0,551.0,195000
988,7,2006,2006,2,2,770.0,778,1576,2,2,6,2.0,614.0,197000
989,8,1997,1998,2,2,1396.0,1407,2392,2,2,7,3.0,870.0,348000
990,8,1882,1986,2,4,916.0,916,1742,1,2,8,2.0,424.0,168000
991,6,1964,1993,3,4,822.0,1020,1851,2,2,7,2.0,440.0,187000
992,6,2005,2006,3,2,750.0,750,1500,2,2,6,2.0,564.0,173900
993,10,2006,2007,0,0,1700.0,1718,1718,2,0,7,3.0,786.0,337500
994,4,1946,1950,3,4,747.0,774,1230,1,3,5,1.0,305.0,121600
995,5,1961,1961,3,4,1050.0,1050,1050,1,3,6,1.0,368.0,136500
996,6,1970,1970,3,4,1442.0,1442,1442,2,3,6,2.0,615.0,185000
997,3,1922,1950,3,4,1007.0,1077,1077,1,3,6,1.0,210.0,91000
998,7,2006,2006,2,2,1187.0,1208,1208,2,2,6,2.0,632.0,206000
999,3,1952,1952,3,3,0.0,944,944,1,1,4,2.0,528.0,82000
1000,5,1920,1950,3,1,691.0,691,691,1,0,4,1.0,216.0,86000
1001,8,2006,2006,2,2,1574.0,1574,1574,2,2,7,3.0,824.0,232000
1002,5,1976,1976,3,4,1680.0,1680,1680,2,3,8,2.0,528.0,136905
1003,7,2005,2006,2,2,1346.0,1504,1504,2,2,7,2.0,457.0,181000
1004,5,1977,1977,2,2,985.0,985,985,2,3,6,1.0,328.0,149900
1005,6,1970,1970,3,2,1657.0,1657,1657,2,3,7,2.0,484.0,163500
1006,4,1970,1970,3,4,546.0,546,1092,1,3,6,1.0,286.0,88000
1007,7,2004,2005,2,0,1710.0,1710,1710,2,2,7,2.0,550.0,240000
1008,5,1926,1950,3,4,1008.0,1008,1522,2,3,7,0.0,0.0,102000
1009,5,1948,1950,3,4,720.0,720,1271,2,3,7,1.0,312.0,135000
1010,5,1965,1965,3,3,0.0,1664,1664,2,3,8,0.0,0.0,100000
1011,6,1923,1996,3,4,602.0,900,1502,1,2,7,1.0,180.0,165000
1012,5,1910,2006,3,4,1022.0,1022,1022,1,3,4,1.0,280.0,85000
1013,6,1948,1950,3,4,1082.0,1082,1082,1,3,5,1.0,240.0,119200
